article_id,full_name,sex,birth_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index,wikidata_id,name_de,description_en,description_de
9506,Edward Jenner,Male,1749,Berkeley,,United Kingdom,Europe,51.691,-2.459,Physician,Medicine,Science & Technology,74,4088267,55247,25.7974,Q40852,Edward Jenner,"English physician, scientist and pioneer of vaccination (1749–1823)",englischer Arzt und Entdecker der Pockenschutzimpfung
13957,Henry I of Germany,Male,876,Memleben,,Germany,Europe,51.28333,11.56667,Politician,Government,Institutions,46,854621,18579,25.7951,Q150620,Heinrich I.,King of East Francia (919–936); Duke of Saxony (912–936),Ostfränkischer König (919-936)
24068,Pope Pius I,Male,100,Aquileia,,Italy,Europe,45.76973,13.37119,Religious Figure,Religion,Institutions,61,665935,10917,25.7933,Q83198,Pius I.,pope,Papst
182080,Khalil Gibran,Male,1883,Bsharri,,Lebanon,Asia,34.25111,36.01111,Writer,Language,Humanities,62,5734202,92487,25.7909,Q47737,Khalil Gibran,"Lebanese-American writer, poet, and painter (1883–1931)",libanesischer Künstler und Dichter
152575,Giovanni Pico della Mirandola,Male,1463,Mirandola,,Italy,Europe,44.88667,11.06667,Philosopher,Philosophy,Humanities,42,1868150,44480,25.7877,Q182128,Giovanni Pico della Mirandola,Italian Renaissance philosopher (1463–1494),italienischer Humanist (1463–1494)
100041,Sargon II,Male,-750,Other,,Unknown,Unknown,,,Politician,Government,Institutions,34,659545,19398,25.7876,Q208336,Šarru-kīn II.,king of Assyria (722-705 B.C),König des neuassyrischen Reiches
21476709,Clare of Assisi,Female,1194,Assisi,,Italy,Europe,43.07583,12.6175,Religious Figure,Religion,Institutions,43,2371883,55160,25.7845,Q191107,Klara von Assisi,Italian saint (1194–1253),Gründerin des Ordens der Klarissen
76958,Maxentius,Male,278,Other,,Unknown,Unknown,,,Politician,Government,Institutions,45,793553,17635,25.7843,Q182070,Maxentius,Roman usurper (r. 306–312),römischer Kaiser
46089,Frans Hals,Male,1580,Antwerp,,Belgium,Europe,51.21667,4.4,Painter,Fine Arts,Arts,50,1613237,32265,25.7841,Q167654,Frans Hals,Dutch painter (1580—1666),niederländischer Maler (1580—1666)
30391,Theodor W. Adorno,Male,1903,Frankfurt,,Germany,Europe,50.11667,8.68333,Sociologist,Social Sciences,Science & Technology,51,4026735,78956,25.7805,Q152388,Theodor W. Adorno,"German philosopher, sociologist and theorist (1903–1969)",mit Max Horkheimer Hauptvertreter der Kritischen Theorie der Frankfurter Schule
12317,Georges Braque,Male,1882,Argenteuil,,France,Europe,48.95,2.25,Painter,Fine Arts,Arts,53,4312347,81365,25.7798,Q153793,Georges Braque,French painter and sculptor (1882-1963),französischer Maler
17901,Ludovico Ariosto,Male,1474,Reggio Emilia,,Italy,Europe,44.7,10.63333,Writer,Language,Humanities,49,1477882,30161,25.7789,Q48900,Ludovico Ariosto,Italian poet (1474–1533),italienischer Dichter der Renaissance (1474–1533)
33971,William Herschel,Male,1738,Hanover,,Germany,Europe,52.36667,9.71667,Astronomer,Natural Sciences,Science & Technology,69,2164443,31369,25.7789,Q14277,Wilhelm Herschel,German-born British astronomer and composer (1738–1822),"deutsch-britischer Astronom, Musiker, Komponist (1738 - 1822)"
65861,Lu Xun,Male,1881,Shaoxing,,China,Asia,30,120.58333,Writer,Language,Humanities,95,2322658,24449,25.7767,Q23114,Lu Xun,Chinese novelist and essayist (1881–1936),"chinesischer Schriftsteller und Leitfigur der modernen, chinesischen Literatur"
184394,Heinz Guderian,Male,1888,Chełmno,,Poland,Europe,53.34917,18.42306,Military Personnel,Military,Institutions,45,3811522,84700,25.7766,Q70560,Heinz Guderian,German general,deutscher General
19179497,Mithridates VI of Pontus,Male,-132,Sinop,,Turkey,Asia,42.03333,35.15,Politician,Government,Institutions,43,1129422,26266,25.7764,Q185126,Mithridates VI.,ruler of the Kingdom of Pontus from 120 to 63 BC,König von Pontos
180727,Erich von Manstein,Male,1887,Berlin,,Germany,Europe,52.51667,13.38333,Military Personnel,Military,Institutions,38,3428324,90219,25.7757,Q57135,Erich von Manstein,German field marshal (1887-1973),"deutscher Offizier, zuletzt Generalfeldmarschall im Zweiten Weltkrieg"
49944,Pierre-Joseph Proudhon,Male,1809,Besançon,,France,Europe,,,Philosopher,Philosophy,Humanities,51,2166450,42479,25.7751,,,,
208200,Charles Bronson,Male,1921,Ehrenfeld,PA,United States,North America,40.37222,-78.77639,Actor,Film And Theatre,Arts,51,13321949,261215,25.7721,Q36105,Charles Bronson,American actor (1921–2003),US-amerikanischer Schauspieler (1921–2003)
251388,Herbert von Karajan,Male,1908,Salzburg,,Austria,Europe,47.8,13.03333,Conductor,Music,Arts,51,3835157,75199,25.7721,Q154895,Herbert von Karajan,Austrian conductor (1908–1989),österreichischer Dirigent (1908–1989)
161133,Gerd von Rundstedt,Male,1875,Aschersleben,,Germany,Europe,51.75,11.46667,Military Personnel,Military,Institutions,41,2771907,67607,25.771,Q70527,Gerd von Rundstedt,German Field Marshal during World War II (1875-1953),"deutscher Offizier, zuletzt Generalfeldmarschall im Zweiten Weltkrieg (1875–1953)"
24274,Pope Sixtus II,Male,200,Greece,,Greece,Europe,39,22,Religious Figure,Religion,Institutions,58,533523,9199,25.7687,Q127385,Sixtus II.,Bishop of Rome from 257 to 258,Papst (Bischof von Rom) im 3. Jahrhundert
24067,Paolo Uccello,Male,1397,Florence,,Italy,Europe,43.78333,11.25,Painter,Fine Arts,Arts,40,1429594,35740,25.7676,Q192488,Paolo Uccello,Italian painter (1397-1475),italienischer Maler und Mosaikkünstler
194273,Saint Lawrence,Male,225,Huesca,,Spain,Europe,42.13333,-0.41667,Religious Figure,Religion,Institutions,46,1586425,34488,25.7675,Q17590,Laurentius von Rom,"Christian saint, martyr and a deacon of Rome (225-258)",römischer Diakon
32817,Vladimir Putin,Male,1952,Saint Petersburg,,Russia,Europe,59.95,30.3,Politician,Government,Institutions,131,23717139,181047,25.7648,Q7747,Wladimir Wladimirowitsch Putin,"2nd and 4th President of Russia (2000-2008, 2012-present), 7th and 11th Prime Minister of Russia (1999-2000, 2008-2012), Director of the Federal Security Service (1998-1999) and Deputy Mayor of Saint Petersburg (1994-1996)","Präsident Russlands (1999–2008, seit 2012)"
6260,Claude Debussy,Male,1862,Saint-Germain-en-Laye,,France,Europe,48.8989,2.0938,Composer,Music,Arts,67,12470303,186124,25.7622,Q4700,Claude Debussy,French classical composer (1862–1918),französischer Komponist (1862–1918)
78375,Simonides of Ceos,Male,-556,Other,,Unknown,Unknown,,,Writer,Language,Humanities,32,590478,18452,25.7621,Q273003,Simonides von Keos,Greek lyric poet (c. 556–468 BC),griechischer Dichter
61410,Louis Braille,Male,1809,Coupvray,,France,Europe,48.8925,2.7939,Inventor,Invention,Science & Technology,59,3143056,53272,25.7614,Q93182,Louis Braille,"French organist and teacher (1809-1852), inventor of braille, a system for reading and writing text and music, used by people who are blind or visually impaired",Erfinder der nach ihm benannten Brailleschrift
447030,Appian,Male,95,Alexandria,,Egypt,Africa,31.2,29.91667,Writer,Language,Humanities,41,632335,15423,25.761,Q190368,Appian,Greco-Roman historian (c. 95 – c.165),römischer Historiker
489002,Melissus of Samos,Male,-500,Samos Island,,Greece,Europe,37.75,26.83333,Philosopher,Philosophy,Humanities,34,326096,9591,25.7606,Q233711,Melissos,5th-century BC Greek Eleatic philosopher,Philosoph der Antike
174415,Roland Barthes,Male,1915,Cherbourg-Octeville,,France,Europe,49.63,-1.62,Philosopher,Philosophy,Humanities,44,4616957,104931,25.7604,Q179109,Roland Barthes,French philosopher and essayist,"französischer Literaturkritiker, Schriftsteller, Philosoph und Semiotiker"
86692,Emiliano Zapata,Male,1879,Morelos,,Mexico,North America,,,Social Activist,Activism,Public Figure,57,8749458,153499,25.7596,Q41718,Emiliano Zapata,Mexican revolutionary (1879–1919),mexikanischer Revolutionär
24069,Pope Pius II,Male,1405,Pienza,,Italy,Europe,43.07861,11.67889,Religious Figure,Religion,Institutions,54,1159121,21465,25.7591,Q101437,Pius II.,pope of the Catholic Church from 1458 to 1464 (1405–1464),Papst (1458–1464)
165723,François-René de Chateaubriand,Male,1768,Saint-Malo,,France,Europe,48.6481,-2.0075,Writer,Language,Humanities,44,2925332,66485,25.7545,Q49767,François-René de Chateaubriand,"French writer, politician and historian (1768–1848)",französischer Schriftsteller der Romantik und Diplomat
78298,Louis VI of France,Male,1081,Paris,,France,Europe,48.8567,2.3508,Politician,Government,Institutions,49,1087165,22187,25.7531,,,,
46047,Pope Evaristus,Male,1,Bethlehem,,Palestine,Asia,38.30611,31.18917,Religious Figure,Religion,Institutions,66,604130,9153,25.7526,Q47746,Evaristus,5th Pope of the Catholic Church from c. 99 to c. 107,5. Papst (etwa 98–105)
53528,David Livingstone,Male,1813,Blantyre,,United Kingdom,Europe,55.793,-4.097,Explorer,Explorers,Exploration,64,4851202,75800,25.7525,Q48373,David Livingstone,Scottish missionary and explorer (1813-1873),schottischer Missionar und Entdecker (1813–1873)
73828,Basil I,Male,811,Charioupolis,,Turkey,Asia,,,Politician,Government,Institutions,42,520649,12396,25.7516,Q41592,Basileios I.,Byzantine emperor from 867 to 886,Kaiser von Byzanz
10442,Emperor Suizei,Male,-600,Other,,Unknown,Unknown,,,Politician,Government,Institutions,29,649121,22383,25.7512,Q313321,Suizei,emperor of Japan,japanischer Kaiser
82512,Myron,Male,-500,Eleutherae,,Greece,Europe,38.17944,23.37583,Sculptor,Fine Arts,Arts,34,766002,22529,25.7509,Q192211,Myron,"Athenian sculptor, 5th century BC",griechischer Bildhauer
50203,William Harvey,Male,1578,Folkestone,,United Kingdom,Europe,51.081,1.166,Physician,Medicine,Science & Technology,60,2886665,48111,25.7503,Q93128,William Harvey,English physician (1578-1657),"englischer Arzt und Anatom, Wegbereiter der modernen Physiologie (1578–1657)"
1082384,Johannes Scotus Eriugena,Male,815,Ireland,,Ireland,Europe,53,-8,Philosopher,Philosophy,Humanities,43,633212,14726,25.7494,Q184500,Johannes Scottus Eriugena,Irish Catholic philosopher and theologian (c. 800 – c. 877),irischer Theologe und Philosoph
79182,Robert II of France,Male,972,Orléans,,France,Europe,47.9025,1.909,Politician,Government,Institutions,46,883479,19206,25.7491,Q178918,Robert II.,king of the Franks from 996 to 1031,König von Frankreich (996–1031)
185220,Livius Andronicus,Male,-283,Taranto,,Italy,Europe,40.46667,17.23333,Writer,Language,Humanities,39,461539,11834,25.749,Q193058,Livius Andronicus,3rd-century BC Greco-Roman dramatist and epic poet,römischer Dichter griechischer Herkunft
53255,Jacques Derrida,Male,1930,El Biar,,Algeria,Africa,36.76907,3.02968,Philosopher,Philosophy,Humanities,56,5076636,90654,25.7489,Q130631,Jacques Derrida,French philosopher (1930–2004),"französischer Philosoph (1930 - 2004), Begründer der Dekonstruktion"
144531,Ramesses III,Male,-1200,Other,,Egypt,Africa,,,Politician,Government,Institutions,33,1157447,35074,25.7485,Q1528,Ramses III.,Egyptian pharaoh of the 20th dynasty,2. altägyptischer Pharao der 20. Dynastie
63857,Philip V of Spain,Male,1683,Paris,,France,Europe,48.8044,2.12316,Politician,Government,Institutions,48,3504725,73015,25.7466,Q170467,Philipp V.,King of Spain from 1700 to 1746 (1683–1746),König von Spanien
633495,Mani,Male,216,Ctesiphon,,Iraq,Asia,33.09361,44.58056,Religious Figure,Religion,Institutions,37,558669,15099,25.7465,Q203922,Mani,3rd century prophet and founder of Manichaeism,Stifter der Religion der Manichäer
48321,Hans Holbein the Younger,Male,1497,Augsburg,,Germany,Europe,48.36667,10.9,Artist,Fine Arts,Arts,49,2594183,52943,25.7462,Q48319,Hans Holbein der Jüngere,German artist and printmaker (1497–1543),deutscher Maler (1497–1543)
28824,Stéphane Mallarmé,Male,1842,Paris,,France,Europe,48.8567,2.3508,Writer,Language,Humanities,47,2234396,47540,25.7453,Q767,Stéphane Mallarmé,French Symbolist poet (1842–1898),französischer Schriftsteller
207068,Muawiyah I,Male,602,Mecca,,Saudi Arabia,Asia,21.41667,39.81667,Politician,Government,Institutions,46,2179144,47373,25.7448,Q181154,Muʿāwiya I.,founder and first caliph of the Umayyad Caliphate (r. 661–680),"erster Kalif der Umayyaden und Begründer dieser Dynastie, 603-680, reg. 661-680"
1613,Alexios I Komnenos,Male,1048,Istanbul,,Turkey,Asia,41,28.96667,Politician,Government,Institutions,52,1017450,19566,25.7445,Q41600,Alexios I.,Byzantine emperor (1048–1118),Kaiser von Byzanz
868,Alp Arslan,Male,1029,Other,,Unknown,Unknown,,,Politician,Government,Institutions,39,1142695,29300,25.7436,Q200193,Alp Arslan,second sultan of the Seljuk Empire (1063–1072),Sultan der Seldschuken
9679,Prince Eugene of Savoy,Male,1663,Paris,,France,Europe,48.8567,2.3508,Military Personnel,Military,Institutions,41,1735451,42328,25.7427,Q152428,Eugen von Savoyen,"prince of the house of Savoy, then commander in chief of the armies of the Holy Roman Empire (1663-1736)","Fürst des Hauses von Savoyen, Oberbefehlshaber des Heiligen Römischen Reiches"
1657,Afonso I of Portugal,Male,1109,Guimarães,,Portugal,Europe,41.45,-8.3,Politician,Government,Institutions,45,1408965,31310,25.7408,Q587697,Alfons I.,king of Portugal from 1139 to 1185,erster König von Portugal (1139-1185)
164614,Carl Gustaf Emil Mannerheim,Male,1867,Askainen,,Finland,Europe,60.57222,21.86528,Politician,Government,Institutions,48,2454872,51143,25.739,Q152306,Carl Gustaf Emil Mannerheim,Finnish military leader and statesman (1867–1951),"finnischer Offizier und Staatsmann, sechster Präsident Finnlands (1944—1946)"
52608,Sigismund III Vasa,Male,1566,Mariefred,,Sweden,Europe,59.25611,17.21917,Politician,Government,Institutions,42,2002686,47683,25.7387,Q52940,Sigismund III. Wasa,"King of Poland, Grand Duke of Lithuania and king of the Polish–Lithuanian Commonwealth from 1587 until 1632 and King of Sweden from 1592 until 1599 (1566–1632)",Großfürst von Litauen und König von Polen (1587–1632) und Schweden (1592–1599)
607830,Hotepsekhemwy,Male,-2780,Other,,Unknown,Unknown,,,Politician,Government,Institutions,34,220581,6488,25.7372,Q151817,Hetepsechemui,Egyptian pharaoh,Begründer der 2. ägyptischen Dynastie
23851,Pope Damasus I,Male,300,Idanha-a-Nova,,Portugal,Europe,39.91667,-7.23333,Religious Figure,Religion,Institutions,57,720118,12634,25.7369,Q130997,Damasus I.,pope,Papst
26301553,António de Oliveira Salazar,Male,1889,Santa Comba Dão,,Portugal,Europe,40.4,-8.11667,Politician,Government,Institutions,52,3233935,62191,25.7358,Q151394,António de Oliveira Salazar,Prime Minister of Portugal (1889-1970),Portugiesischer Diktator
72590,Eugène Ionesco,Male,1909,Slatina,,Romania,Europe,44.42972,24.36417,Writer,Language,Humanities,51,3534699,69308,25.7355,Q46706,Eugène Ionesco,Romanian-French playwright (1909–1994),"französischer Dramatiker rumänischer Herkunft, Vertreter des absurden Theaters"
67765,David Ben-Gurion,Male,1886,Płońsk,,Poland,Europe,52.63333,20.38333,Politician,Government,Institutions,79,4117074,52115,25.7354,Q37610,David Ben-Gurion,"Israeli politician, Zionist leader, prime minister of Israel (1948–1953, 1955–1963) - (born1886–1973)",israelischer Politiker
148206,Paul I of Russia,Male,1754,Saint Petersburg,,Russia,Europe,59.95,30.3,Politician,Government,Institutions,53,3509589,66219,25.7353,Q15189,Paul I.,The ninth Emperor of Russia (1796–1801),"Kaiser von Russland (1796-1801), Herzog von Holstein-Gottorf (1762-1773)"
25876,Anastasius I,Male,430,Durrës,,Albania,Europe,41.31667,19.45,Politician,Government,Institutions,47,329213,7005,25.7351,Q173470,Anastasios I.,Byzantine Emperor from 491 to 518,oströmischer Kaiser von 491 bis 518
23808,Pope Pius XII,Male,1876,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,76,6888100,90633,25.735,Q2604,Pius XII.,pope of the Catholic Church from 1939 to 1958,260. Papst der katholischen Kirche
46996,Marcus Licinius Crassus,Male,-115,Roman Republic,,Italy,Europe,41.88333,12.48333,Politician,Government,Institutions,47,4741154,100876,25.7347,Q175121,Marcus Licinius Crassus,member of the First Triumvirate,römischer Konsul
294501,Saint Lucy,Female,283,Syracuse,,Italy,Europe,37.08333,15.28333,Religious Figure,Religion,Institutions,44,2840803,64564,25.7335,Q183240,Lucia von Syrakus,saint from Italy,frühchristliche Heilige und Märtyrerin
165190,Giambattista Vico,Male,1668,Naples,,Italy,Europe,40.845,14.25833,Philosopher,Philosophy,Humanities,46,1468071,31915,25.7319,Q178709,Giambattista Vico,"Italian philosopher, rhetorician, historian and jurist",italienischer Geschichts- und Rechtsphilosoph
1840217,Amenemhat I,Male,-2000,Other,,Unknown,Unknown,,,Politician,Government,Institutions,34,418429,12307,25.7316,Q18771,Amenemhet I.,Pharaoh of Egypt,1. Pharao der 12. Dynastie
177582,Sextus Empiricus,Male,160,Other,,Unknown,Unknown,,,Philosopher,Philosophy,Humanities,32,746055,23314,25.7314,Q236594,Sextus Empiricus,2nd-century Roman philosopher and physician,Arzt und Philosoph
46755,George VI of the United Kingdom,Male,1895,Norfolk,,United Kingdom,Europe,52.66667,1,Politician,Government,Institutions,71,13661571,192416,25.7296,Q280856,Georg VI.,King of the United Kingdom from 1936 to 1952,"König des Vereinigten Königreichs Großbritannien und Nordirland (1936–1952), Kaiser von Indien (1936–1948)"
79884,Lucas Cranach the Elder,Male,1472,Kronach,,Germany,Europe,50.24111,11.32806,Artist,Fine Arts,Arts,40,1964764,49119,25.729,Q191748,Lucas Cranach der Ältere,German painter and printmaker (1472–1553),deutscher Maler und Grafiker (1472–1553)
53404,Frank Gehry,Male,1929,Toronto,,Canada,North America,43.7,-79.4,Architect,Design,Arts,46,6379930,138694,25.7287,Q180374,Frank Gehry,Canadian and American architect (1929–2025),kanadisch-US-amerikanischer Architekt und Designer
49562,Nicolae Ceauşescu,Male,1918,Scornicești,,Romania,Europe,44.57,24.55,Politician,Government,Institutions,62,5402261,87133,25.7286,Q80504,Nicolae Ceaușescu,dictator of Romania from 1965 to 1989,"rumänischer Politiker, von 1965 bis 1989 Diktator der Sozialistischen Republik Rumänien"
18390,Lavrentiy Beria,Male,1899,Sukhumi,,Georgia,Asia,,,Politician,Government,Institutions,47,2188005,46553,25.7283,Q141829,Lawrenti Beria,Soviet politician and NKVD police chief,sowjetischer Politiker und Geheimdienstchef
46290,Xerxes II of Persia,Male,-450,Other,,Unknown,Unknown,,,Politician,Government,Institutions,30,592629,19754,25.7276,Q272043,Xerxes II.,brief ruler of the Achaemenid Empire (died 424 BC),"persischer Großkönig und vorletzter, altägyptischer Pharao der 27. Dynastie"
681770,Saint Dominic,Male,1170,Caleruega,,Spain,Europe,41.81667,-3.48333,Religious Figure,Religion,Institutions,45,2682131,59603,25.7274,Q44091,Dominikus,founder of the Dominican Order (1170–1221),Gründer des Predigerordens der Dominikaner
7471,Catherine of Siena,Female,1347,Siena,,Italy,Europe,43.31861,11.33056,Religious Figure,Religion,Institutions,43,2830704,65830,25.727,Q229190,Katharina von Siena,Italian Dominican saint (1347-1380),"italienische Mystikerin, Kirchenlehrerin und Heilige"
41896,Helmut Kohl,Male,1930,Ludwigshafen,,Germany,Europe,49.48111,8.43528,Politician,Government,Institutions,65,5734221,88219,25.7263,Q2518,Helmut Kohl,Chancellor of West Germany and reunified Germany (1982–1998),"deutscher Politiker (CDU), 6. Bundeskanzler der Bundesrepublik Deutschland (1982–1998)"
145432,Guy of Lusignan,Male,1150,Nicosia,,Cyprus,Europe,35.16667,33.36667,Politician,Government,Institutions,29,1497039,51622,25.7253,Q294192,Guido von Lusignan,French Poitevin knight and King of Jerusalem by right of marriage (c.1150–1194) (r. 1186–1192),"Graf von Jaffa und Askalon, König von Jerusalem, König von Zypern"
36778,Saint Matthias,Male,1,Judea,,Israel,Asia,31.69889,35.30639,Religious Figure,Religion,Institutions,44,1172996,26659,25.7239,Q44020,Matthias,religious figure of the Christian faith,"Apostel, Schriftgelehrter"
769387,Sextus Propertius,Male,-50,Umbria,,Italy,Europe,42.98333,12.56667,Writer,Language,Humanities,34,517046,15207,25.7235,Q8827,Properz,1st century BC Roman elegiac poet,Vertreter der römischen Liebeselegie
38889,"Sigismund, Holy Roman Emperor",Male,1368,Nuremberg,,Germany,Europe,49.45,11.08333,Politician,Government,Institutions,46,942420,20487,25.7231,Q57124,Sigismund,Monarch from the House of Luxemburg,römisch-deutscher König und Kaiser aus dem Haus Luxemburg
53536,John Coltrane,Male,1926,Hamlet,NC,United States,North America,34.88806,-79.70611,Musician,Music,Arts,50,6126110,122522,25.7225,Q7346,John Coltrane,American jazz saxophonist (1926–1967),US-amerikanischer Jazz-Saxophonist
70095,Leopold Mozart,Male,1719,Augsburg,,Germany,Europe,48.36667,10.9,Musician,Music,Arts,45,1816030,40356,25.7217,Q156280,Leopold Mozart,German composer (1719–1787),Komponist der Wiener Klassik
42009,Amedeo Avogadro,Male,1776,Turin,,Italy,Europe,45.06667,7.7,Chemist,Natural Sciences,Science & Technology,68,2437819,35850,25.7215,Q43476,Amedeo Avogadro,Italian scientist,italienischer Physiker und Chemiker
44692,Pope Leo I,Male,400,Tuscany,,Italy,Europe,43.35,11.01667,Religious Figure,Religion,Institutions,63,1183799,18790,25.7207,Q43954,Leo der Große,Pope from 440 to 461 (390–461),Papst
203582,Syagrius,Male,430,Other,,Unknown,Unknown,,,Military Personnel,Military,Institutions,32,396318,12385,25.7201,Q207499,Syagrius,"5th-century Roman general and the last ruler of the Roman rump state in northern Gaul, now called the Kingdom of Soissons",weströmischer Heermeister
213302,Tomás de Torquemada,Male,1420,Valladolid,,Spain,Europe,41.63333,-4.71667,Religious Figure,Religion,Institutions,33,2035749,61689,25.7199,Q210735,Tomás de Torquemada,Grand Inquisitor of Spain (1420-1498),spanischer Großinquisitor 1478-1498
248333,Michail Aleksandrovich Sholokhov,Male,1905,Vyoshenskaya,,Russia,Europe,49.63333,41.71667,Writer,Language,Humanities,72,913938,12694,25.7196,Q42398,Michail Alexandrowitsch Scholochow,Soviet writer (1905-1984),russischer Schriftsteller
254995,Vasily Grigoryevich Zaitsev,Male,1915,Yeleninskoye,,Russia,Europe,53.11667,59.88333,Military Personnel,Military,Institutions,43,5840531,135826,25.7192,Q183381,Wassili Grigorjewitsch Saizew,Soviet sniper (1915-1991),sowjetischer Scharfschütze im Zweiten Weltkrieg
13145,Gerolamo Cardano,Male,1501,Pavia,,Italy,Europe,45.18333,9.15,Mathematician,Math,Science & Technology,42,1163582,27704,25.7191,Q184530,Gerolamo Cardano,"Italian Renaissance mathematician, physician, astrologer (1501-1576)",italienischer Arzt und Mathematiker
162145,Vladimir Mayakovsky,Male,1893,Baghdati,,Georgia,Asia,42.0706,42.82396,Writer,Language,Humanities,53,2265468,42745,25.7175,Q132964,Wladimir Wladimirowitsch Majakowski,Russian and Soviet poet (1893–1930),"russischer Dichter, Vertreter des russischen Futurismus"
9820,Ennius,Male,-239,Rudiae,,Italy,Europe,39,16.5,Writer,Language,Humanities,36,513136,14254,25.7172,Q47130,Quintus Ennius,Roman writer and poet (c. 239 – c. 169 BC),römischer Schriftsteller
23306893,Gerhard Schröder,Male,1944,Blomberg,,Germany,Europe,51.93306,9.08306,Politician,Government,Institutions,75,4145005,55267,25.7168,Q2530,Gerhard Schröder,Chancellor of West Germany (1998–2005),"deutscher Politiker (SPD), 7. Bundeskanzler der Bundesrepublik Deutschland von 1998 bis 2005"
406617,Giorgio Armani,Male,1934,Piacenza,,Italy,Europe,45.04778,9.70056,Designer,Design,Arts,39,5468455,140217,25.7157,Q157054,Giorgio Armani,Italian fashion designer (1934–2025),italienischer Modedesigner und Unternehmer (1934–2025)
28018,Simon Magus,Male,-1,Other,,Unknown,Unknown,,,Religious Figure,Religion,Institutions,29,1170101,40348,25.715,Q294795,Simon Magus,religious figure who confronted Peter,Gegner des Petrus
60090,Enzo Ferrari,Male,1898,Modena,,Italy,Europe,44.65,10.93333,Racecar Driver,Individual Sports,Sports,45,4461440,99143,25.7119,Q181282,Enzo Ferrari,Italian racing driver and entrepreneur (1898–1988),"italienischer Rennfahrer und Unternehmer, Gründer des Rennwagenherstellers Ferrari (1898–1988)"
39449,Mikhail Bulgakov,Male,1891,Kiev,,Ukraine,Europe,50.45,30.52333,Writer,Language,Humanities,59,2607965,44203,25.711,Q835,Michail Bulgakow,Russian author (1891–1940),russischsprachiger Schriftsteller
169033,Luis Buñuel,Male,1900,Calanda,,Spain,Europe,40.93333,-0.23333,Film Director,Film And Theatre,Arts,55,5624668,102267,25.7106,Q51545,Luis Buñuel,Spanish-Mexican filmmaker (1900–1983),mexikanischer Regisseur
13010,Gavrilo Princip,Male,1894,Obljaj,,Bosnia And Herzegovina,Europe,,,Extremist,Outlaws,Public Figure,64,3951171,61737,25.7103,Q80492,Gavrilo Princip,Bosnian assassin (1894–1918),bosnisch-serbischer Nationalist und Attentäter
50206,Fulgencio Batista,Male,1901,Banes,,Cuba,North America,20.96972,-75.71167,Politician,Government,Institutions,56,5091349,90917,25.7096,Q11270,Fulgencio Batista,"President of Cuba, 1940–1944; dictator, 1952-1959 (1901-1973)",kubanischer Militär und Politiker
11125,Francesco Borromini,Male,1599,Bissone,,Switzerland,Europe,45.95,8.96667,Architect,Design,Arts,40,1432459,35811,25.709,Q123150,Francesco Borromini,"Italian architect from Ticino and leading figure in Roman Baroque architecture (1599-1667), sculptor, engineer, stonemason and draughtsman (1599–1667)","italienisch-schweizerischer Architekt, Bildhauer, Zeichner"
9911,Ezekiel,Male,-622,Jerusalem,,Israel,Asia,31.78333,35.21667,Religious Figure,Religion,Institutions,37,2630881,71105,25.709,Q194064,Ezechiel,biblical prophet and main figure of the Book of Ezekiel,israelitischer Prophet
157272,Alexandre Dumas,Male,1802,Villers-Cotterêts,,France,Europe,49.26,3.0906,Writer,Language,Humanities,78,6923202,88759,25.7085,Q38337,Alexandre Dumas der Ältere,French writer and dramatist (1802–1870),französischer Schriftsteller
25867,Richard Dawkins,Male,1941,Nairobi,,Kenya,Africa,-1.28333,36.81667,Biologist,Natural Sciences,Science & Technology,68,11313799,166379,25.708,Q44461,Richard Dawkins,"English ethologist, evolutionary biologist and author (born 1941)","britischer Zoologe, Biologe und Autor (* 1941)"
13765,Henry Kissinger,Male,1923,Fürth,,Germany,Europe,49.46667,11,Politician,Government,Institutions,64,10487989,163875,25.7079,Q66107,Henry Kissinger,American politician and diplomat (1923–2023),"US-amerikanischer Diplomat, Politiker (Republikaner) und Friedensnobelpreisträger (1923–2023)"
5790,Carlo Goldoni,Male,1707,Venice,,Italy,Europe,45.4375,12.33583,Writer,Language,Humanities,52,2031971,39076,25.7074,Q165534,Carlo Goldoni,Italian playwright (1707-1793),Italienischer Komödiendichter (1707-1793)
54533,Lyndon B. Johnson,Male,1908,Stonewall,TX,United States,North America,30.24,-98.66,Politician,Government,Institutions,94,15582877,165775,25.7071,Q9640,Lyndon B. Johnson,president of the United States from 1963 to 1969 (1908–1973),US-amerikanischer Politiker und 36. Präsident der Vereinigten Staaten
12216,Georg Cantor,Male,1845,Saint Petersburg,,Russia,Europe,59.95,30.3,Mathematician,Math,Science & Technology,63,2739307,43481,25.7066,Q76420,Georg Cantor,"German mathematician, inventor of set theory (1845–1918)",deutscher Mathematiker
23807,Pope John XXIII,Male,1881,Sotto il Monte Giovanni XXIII,,Italy,Europe,45.7,9.5,Religious Figure,Religion,Institutions,78,7976026,102257,25.7051,Q23873,Johannes XXIII.,head of the Catholic Church from 1958 to 1963,261. Papst der katholischen Kirche
23624,Procopius,Male,500,Caesarea,,Israel,Asia,32.50224,34.90843,Historian,History,Humanities,42,889338,21175,25.7048,Q186153,Prokopios von Caesarea,6th-century historian,Spätantiker Historiker
