article_id,full_name,sex,birth_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index,wikidata_id,name_de,description_en,description_de
558631,Karl Ziegler,Male,1898,Helsa,,Germany,Europe,51.26667,9.68333,Chemist,Natural Sciences,Science & Technology,38,271730,7151,23.3141,Q76624,Karl Ziegler,German chemist (1898–1973),deutscher Chemiker und Nobelpreisträger
273228,Felipe González,Male,1942,Seville,,Spain,Europe,37.37722,-5.98694,Politician,Government,Institutions,43,1387810,32275,23.3133,Q156799,Felipe González,Prime Minister of Spain from 1982 to 1996,"spanischer Politiker, Ministerpräsident 1982–1996"
393569,Qaboos bin Said Al Said of Oman,Male,1940,Salalah,,Oman,Asia,17.01972,54.08972,Politician,Government,Institutions,43,1729553,40222,23.3126,Q57331,Qabus bin Said,sultan of Oman from 1970 to 2020 (1940–2020),Sultan von Oman 1970 bis 2020 (1940–2020)
19639,Marvin Minsky,Male,1927,New York,NY,United States,North America,40.7127,-74.0059,Computer Scientist,Computer Science,Science & Technology,35,1118643,31961,23.3124,Q204815,Marvin Minsky,American cognitive scientist (1927-2016),US-amerikanischer Forscher auf dem Gebiet der Künstlichen Intelligenz
70194,Lady Margaret Beaufort,Female,1443,Bletsoe,,United Kingdom,Europe,,,Politician,Government,Institutions,28,260588,9307,23.3118,Q229202,Margaret Beaufort,noblewoman; Mother of King Henry VII,"englische Adlige, Tochter von John Beaufort, 1. Duke of Somerset, und Enkelin von John Beaufort, 1. Earl of Somerset"
396566,J. Hans D. Jensen,Male,1907,Hamburg,,Germany,Europe,53.56528,10.00139,Physicist,Natural Sciences,Science & Technology,40,250194,6255,23.3115,Q76797,Johannes Hans Daniel Jensen,German nuclear physicist (1907–1973),deutscher Physiker und Nobelpreisträger
1260928,Tupac Inca Yupanqui,Male,1471,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,603162,23199,23.3105,Q311415,Túpac Yupanqui,12th Inca Emperor,Inka-Herrscher
156089,Alexander Prokhorov,Male,1916,Atherton,,Australia,Oceania,,,Physicist,Natural Sciences,Science & Technology,46,270256,5875,23.3097,Q83552,Alexander Michailowitsch Prochorow,Soviet and Russian physicist (1916-2002),sowjetischer Physiker und Physik-Nobelpreisträger
1043960,Avram Hershko,Male,1937,Karcag,,Hungary,Europe,47.31667,20.93333,Chemist,Natural Sciences,Science & Technology,36,362160,10060,23.3088,Q232302,Avram Hershko,Israeli scientist,israelischer Biochemiker und Nobelpreisträger
160199,Constantine II of Greece,Male,1940,Psychiko,,Greece,Europe,38.01667,23.76667,Nobleman,Government,Institutions,36,2242797,62300,23.3084,Q151773,Konstantin II.,King of Greece from 1964 to 1973,"griechischer Olympiasieger, letzter König von Griechenland (1964–1973)"
252658,Carlos I of Portugal,Male,1863,Lisbon,,Portugal,Europe,38.71389,-9.13944,Politician,Government,Institutions,31,827577,26696,23.3079,Q158874,Karl I.,King of Portugal from 1889 to 1908 (1863–1908),König von Portugal (1889-1908)
475093,Otto Fritz Meyerhof,Male,1884,Hanover,,Germany,Europe,52.36667,9.71667,Physician,Medicine,Science & Technology,35,213704,6106,23.3078,Q57132,Otto Meyerhof,German biochemist (1884-1951),"deutsch-amerikanischer Biochemiker, Nobelpreisträger"
420438,Steven Tyler,Male,1948,New York,NY,United States,North America,40.79028,-73.95972,Singer,Music,Arts,36,17445293,484591,23.3077,Q194045,Steven Tyler,American singer,US-amerikanischer Rocksänger
967931,Richard Kuhn,Male,1900,Vienna,,Austria,Europe,48.2,16.36667,Chemist,Natural Sciences,Science & Technology,39,353802,9072,23.3077,Q78483,Richard Kuhn,Austrian-German biochemist (1900-1967),"österreichisch-deutscher Chemiker, Nobelpreisträger"
556674,Marcel Pagnol,Male,1895,Aubagne,,France,Europe,43.2908,5.5708,Writer,Language,Humanities,32,1919734,59992,23.3075,Q236630,Marcel Pagnol,"novelist, playwright and filmmaker from France (1895-1974)","französischer Schriftsteller, Dramaturg und Regisseur"
18023,Louis Agassiz,Male,1807,Montier,,Switzerland,Europe,,,Archaeologist,Natural Sciences,Science & Technology,30,695805,23194,23.306,Q122972,Louis Agassiz,Swiss-American naturalist (1807–1873),schweizerisch-amerikanischer Naturforscher (1807-1873)
148837,John Browning,Male,1855,Ogden,UT,United States,North America,41.22778,-111.96111,Inventor,Invention,Science & Technology,31,2308523,74468,23.3033,Q220520,John Moses Browning,firearms designer of the United States (1855-1926),US-amerikanischer Entwickler von Schusswaffen
368673,Emmerich Kalman,Male,1882,Siófok,,Hungary,Europe,46.92393,18.09012,Composer,Music,Arts,29,530524,18294,23.3031,Q153818,Emmerich Kálmán,Hungarian-born composer of operettas (1882–1953),ungarischer Komponist
552299,Heinrich Otto Wieland,Male,1877,Pforzheim,,Germany,Europe,48.9,8.71667,Chemist,Natural Sciences,Science & Technology,36,242515,6737,23.303,Q76610,Heinrich Otto Wieland,German Nobel laureate in Chemistry (1877-1957),deutscher Chemiker und Nobelpreisträger
1801702,Petrus Canisius,Male,1521,Nijmegen,,Netherlands,Europe,51.85,5.86667,Physician,Medicine,Science & Technology,26,277071,10657,23.301,Q44624,Petrus Canisius,"Dutch, Jesuit priest, Doctor of the Church, Roman Catholic saint","niederländischer Jesuit, Kirchenlehrer und Heiliger"
92211,Charles G. Dawes,Male,1865,Marietta,OH,United States,North America,39.41667,-81.45,Politician,Government,Institutions,44,589943,13408,23.3006,Q184565,Charles Gates Dawes,vice president of the United States from 1925 to 1929,"US-amerikanischer Politiker, Vizepräsident der USA"
2838121,Yves Chauvin,Male,1930,Menen,,Belgium,Europe,50.8,3.11667,Chemist,Natural Sciences,Science & Technology,36,290127,8059,23.2993,Q202146,Yves Chauvin,French chemist (1930–2015),französischer Chemiker und Nobelpreisträger für Chemie (1930–2015)
20595185,Meister Eckhart,Male,1260,Tambach-Dietharz,,Germany,Europe,50.78972,10.61667,Philosopher,Philosophy,Humanities,40,2998401,74960,23.2991,Q76548,Meister Eckhart,German philosopher and theologian,"spätmittelalterlicher Theologe, Autor und Philosoph"
4429395,Eminem,Male,1972,Saint Joseph,MO,United States,North America,39.75806,-94.83667,Singer,Music,Arts,83,108953700,1312695,23.2988,Q5608,Eminem,American rapper (born 1972),US-amerikanischer Rapper
172104,Linda McCartney,Female,1941,New York,NY,United States,North America,40.7127,-74.0059,Companion,Companions,Public Figure,27,4555291,168714,23.2977,Q228899,Linda McCartney,"American photographer, musician and animal rights activist (1941–1998)","US-amerikanische Fotografin, Musikerin und Tierschützerin (1941–1998)"
673848,Ezer Weizman,Male,1924,Tel Aviv,,Israel,Asia,32.06667,34.8,Politician,Government,Institutions,31,610999,19710,23.297,Q128911,Ezer Weizmann,"Israeli politiciann, 7th president of Israel (1993–2000)",israelischer Präsident
49650,Dan Aykroyd,Male,1952,Ottawa,,Canada,North America,45.42144,-75.69189,Actor,Film And Theatre,Arts,39,9627044,246847,23.295,Q105221,Dan Aykroyd,Canadian-American actor (born 1952),kanadischer Schauspieler
179830,Alfred Graf von Schlieffen,Male,1833,Berlin,,Germany,Europe,52.51667,13.38333,Military Personnel,Military,Institutions,29,611099,21072,23.2949,Q28938,Alfred von Schlieffen,Prussian Field Marshal and Chief of the General Staff (1833-1913),preußischer Generalfeldmarschall und Chef des Großen Generalstabes (1833–1913)
64644,Manuel Castells,Male,1942,Hellín,,Spain,Europe,38.51667,-1.68333,Sociologist,Social Sciences,Science & Technology,26,1509229,58047,23.2937,Q310161,Manuel Castells,Spanish sociologist,spanischer Soziologe
20395872,Oprah Winfrey,Female,1954,Kosciusko,MS,United States,North America,33.05806,-89.58833,Presenter,Media Personality,Public Figure,58,21685613,373890,23.2935,Q55800,Oprah Winfrey,"American talk show host, actress, producer, and author (born 1954)",US-amerikanische Talkshow-Moderatorin
25382632,Jeanne III of Navarre,Female,1528,Saint-Germain-en-Laye,,France,Europe,48.8989,2.0938,Nobleman,Government,Institutions,26,340775,13107,23.2933,Q229286,Johanna III.,Queen of Navarre from 1555 to 1572,Königin von Navarra
44213,Theodore Dreiser,Male,1871,Terre Haute,IN,United States,North America,39.46959,-87.38976,Writer,Language,Humanities,38,1125974,29631,23.2929,Q486096,Theodore Dreiser,American novelist and journalist (1871–1945),US-amerikanischer Schriftsteller
65422,Anastasio Somoza Debayle,Male,1925,León,,Nicaragua,North America,12.43333,-86.88667,Politician,Government,Institutions,34,1368981,40264,23.2923,Q218443,Anastasio Somoza Debayle,"Dictador of Nicaragua (1967–72, 1974–79)",nicaraguanischer Präsident (1967−1972 und 1974–1979)
15744,Jim Jarmusch,Male,1953,Cuyahoga Falls,OH,United States,North America,41.14556,-81.49667,Film Director,Film And Theatre,Arts,37,4099012,110784,23.2914,Q191755,Jim Jarmusch,"American film director, screenwriter and actor","US-amerikanischer Filmregisseur, Drehbuchautor, Schauspieler und Filmproduzent"
303199,Bernardo O'Higgins,Male,1778,Chillán,,Chile,South America,-36.6,-72.11667,Politician,Government,Institutions,38,2606234,68585,23.2886,Q28930,Bernardo O’Higgins,Chilean independence leader (1778–1842),chilenischer Supremo Director
157822,Victor Fleming,Male,1889,Los Angeles,CA,United States,North America,34.15611,-118.13194,Film Director,Film And Theatre,Arts,35,747254,21350,23.287,Q62503,Victor Fleming,"American film director, cinematographer, and producer (1889–1949)",US-amerikanischer Filmregisseur (1889–1949)
394985,Rafic Hariri,Male,1944,Sidon,,Lebanon,Asia,33.56056,35.39806,Politician,Government,Institutions,38,1357545,35725,23.2867,Q192778,Rafiq al-Hariri,"Prime Minister of Lebanon (1992–1998, 2000–2004)",libanesischer Ministerpräsident
63727,Alan Shepard,Male,1923,Derry,NH,United States,North America,42.88056,-71.32722,Astronaut,Explorers,Exploration,46,3345384,72726,23.2867,Q174979,Alan Shepard,"American astronaut, first American in space, lunar explorer (1923–1998)",US-amerikanischer Astronaut
252062,Chen Ning Yang,Male,1922,Hefei,,China,Asia,31.86667,117.28333,Physicist,Natural Sciences,Science & Technology,44,937809,21314,23.286,Q181369,Chen Ning Yang,Chinese physicist (1922–2025),chinesisch-amerikanischer Physiker und Träger des Nobelpreises für Physik (1922-2025)
313768,Gaspard de Coligny,Male,1519,Châtillon-Coligny,,France,Europe,47.8236,2.8472,Politician,Government,Institutions,29,367752,12681,23.2854,Q204975,Gaspard II. de Coligny,French nobleman and admiral and Huguenot leader (1519–1572),französischer Admiral und Hugenottenführer
2875272,Robert Aumann,Male,1930,Frankfurt,,Germany,Europe,50.11667,8.68333,Mathematician,Math,Science & Technology,35,545408,15583,23.2849,Q157235,Robert Aumann,Israeli-American mathematician,israelisch-US-amerikanischer Mathematiker
1633378,Mir Ali Shir Nava'i,Male,1441,Herat,,Afghanistan,Asia,34.34194,62.20306,Writer,Language,Humanities,26,598829,23032,23.2844,Q503340,Mir ʿAli Schir Nawāʾi,Turkic poet and politician (1441–1501),"persischer Politiker, Bauherr, Dichter und Mystiker"
215814,Zoe,Female,978,Istanbul,,Turkey,Asia,41.01224,28.97602,Politician,Government,Institutions,33,390847,11844,23.2842,Q41659,Zoe,Byzantine Empress,Kaiserin von Byzanz
145319,Subrahmanyan Chandrasekhar,Male,1910,Lahore,,Pakistan,Asia,31.54972,74.34361,Physicist,Natural Sciences,Science & Technology,53,1501861,28337,23.2836,Q148109,Subrahmanyan Chandrasekhar,Indian-American astrophysicist,US-amerikanischer (Astro-)Physiker indischer Herkunft
22742941,Ratko Mladić,Male,1942,Bozanovici,,Bosnia And Herzegovina,Europe,,,Military Personnel,Military,Institutions,59,3535491,59924,23.2833,Q93167,Ratko Mladić,Convicted war-criminal and former general of the Bosnian Serb military (1991-1996),"bosnischer Militär, Oberbefehlshaber der bosnisch-serbischen Truppen, verurteilter Kriegsverbrecher"
23347,Paul Allen,Male,1953,Seattle,WA,United States,North America,47.60972,-122.33306,Businessperson,Business,Business & Law,51,6958864,136448,23.2825,Q162005,Paul Allen,"American businessman and philanthropist, co-founder of Microsoft (1953–2018)","US-amerikanischer Geschäftsmann und Philanthrop, Mitbegründer von Microsoft"
27808,Samuel Pepys,Male,1633,London,,United Kingdom,Europe,51.10889,1.52361,Writer,Language,Humanities,37,1702732,46020,23.2822,Q106143,Samuel Pepys,English diarist and administrator (1633–1703),englischer Marinesekretär und Chronist der Restaurationsepoche (1633–1703)
320007,Hermann Müller,Male,1876,Mannheim,,Germany,Europe,49.48889,8.46917,Politician,Government,Institutions,35,180047,5144,23.2815,Q57158,Hermann Müller,German politician (1876–1931),deutscher Reichskanzler
195645,Aleksei Leonov,Male,1934,Listvyanka,,Russia,Europe,,,Astronaut,Explorers,Exploration,44,813199,18482,23.2808,Q154269,Alexei Archipowitsch Leonow,"Soviet pilot and cosmonaut, first human to conduct a spacewalk (1934-2019)","sowjetischer Kosmonaut und der erste Mensch, der sein Raumschiff verließ und frei im Weltraum schwebte"
80933,Harold Macmillan,Male,1894,Chelsea,,United Kingdom,Europe,51.4875,-0.1684,Politician,Government,Institutions,50,1708508,34170,23.2807,Q128985,Harold Macmillan,Prime Minister of the United Kingdom from 1957 to 1963,"britischer Premierminister (Conservative Party, Januar 1957 bis Oktober 1963)"
362499,Ernest Walton,Male,1903,Dungarvan,,Ireland,Europe,52.0845,-7.6397,Physicist,Natural Sciences,Science & Technology,43,363584,8455,23.2796,Q183631,Ernest Walton,Irish physicist and Nobel laureate (1903-1995),irischer Physiker
156024,"Anne Robert Jacques Turgot, Baron de Laune",Male,1727,Paris,,France,Europe,48.8567,2.3508,Economist,Social Sciences,Science & Technology,31,316676,10215,23.2796,Q221303,Anne Robert Jacques Turgot,French economist and statesman (1727–1781),französischer Staatsmann und Ökonom der Vorklassik
154515,Tōgō Heihachirō,Male,1848,Kagoshima,,Japan,Asia,31.59849,130.55461,Military Personnel,Military,Institutions,28,3032002,108286,23.2785,Q296785,Tōgō Heihachirō,Japanese admiral of the fleet (1848–1934),japanischer Admiral
250977,Johann Christoph Friedrich Bach,Male,1732,Leipzig,,Germany,Europe,51.33333,12.38333,Composer,Music,Arts,27,311500,11537,23.277,Q57225,Johann Christoph Friedrich Bach,German musician and composer (1732–1795),"deutscher Musiker und Komponist, Sohn von Johann Sebastian Bach"
606490,Manmohan Singh,Male,1932,Gah,,India,Asia,33.0625,72.65222,Politician,Government,Institutions,72,5694801,79094,23.2762,Q41914,Manmohan Singh,"Indian economist, bureaucrat, academician and politician",indischer Premierminister
26576875,Jean Nouvel,Male,1945,Fumel,,France,Europe,44.4969,0.9681,Architect,Design,Arts,36,2010683,55852,23.276,Q214317,Jean Nouvel,French architect (b.1945),französischer Architekt
583486,Johann Palisa,Male,1848,Opava,,Czech Republic,Europe,49.93333,17.9,Astronomer,Natural Sciences,Science & Technology,35,160718,4592,23.2754,Q78486,Johann Palisa,Austrian astronomist (1848–1925),österreichischer Astronom
772653,Charles Scott Sherrington,Male,1857,Islington,,United Kingdom,Europe,51.544,-0.1027,Biologist,Natural Sciences,Science & Technology,37,395683,10694,23.2745,Q213504,Charles Scott Sherrington,"English footballer, neurophysiologist and Nobel Prize recipient (1857–1952)",britischer Neurophysiologe
16790,Karl Friedrich Abel,Male,1723,Köthen,,Germany,Europe,51.75,11.91667,Composer,Music,Arts,27,229179,8488,23.2741,Q168539,Carl Friedrich Abel,German composer,deutscher Komponist
97787,Fred Zinnemann,Male,1907,Vienna,,Austria,Europe,50.03333,22,Film Director,Film And Theatre,Arts,32,692731,21648,23.2739,Q55420,Fred Zinnemann,Austrian film director (1907-1997),österreichisch-amerikanischer Filmregisseur (1907-1997)
907547,Isaac Levitan,Male,1860,Kybartai,,Lithuania,Europe,54.62222,22.76667,Painter,Fine Arts,Arts,30,568843,18961,23.2734,,,,
756058,Hans Magnus Enzensberger,Male,1929,Kaufbeuren,,Germany,Europe,47.88,10.6225,Writer,Language,Humanities,29,1048951,36171,23.2728,Q44584,Hans Magnus Enzensberger,German writer and editor (1929–2022),"deutscher Dichter, Schriftsteller und Redakteur (1929–2022)"
221353,Christian Lous Lange,Male,1869,Stavanger,,Norway,Europe,58.96333,5.71889,Political Scientist,Social Sciences,Science & Technology,35,198071,5659,23.2727,Q206446,Christian Lous Lange,Norwegian diplomat and Nobel Peace Prize recipient (1869-1938),"norwegischer Politiker, Friedensnobelpreisträger"
316141,Hans Spemann,Male,1869,Stuttgart,,Germany,Europe,48.78333,9.18333,Biologist,Natural Sciences,Science & Technology,34,374462,11014,23.2723,Q57568,Hans Spemann,German embryologist (1869–1941),deutscher Biologe
183955,Jules Ferry,Male,1832,Saint-Dié-des-Vosges,,France,Europe,48.284,6.949,Politician,Government,Institutions,28,1948003,69572,23.2723,Q959708,Jules Ferry,French politician (1832-1893),französischer Politiker
71331,John Backus,Male,1924,Philadelphia,PA,United States,North America,39.95,-75.16667,Computer Scientist,Computer Science,Science & Technology,37,473933,12809,23.2716,Q92746,John W. Backus,American computer scientist (1924–2007),US-amerikanischer Pionier der Informatik
758556,Aaron Klug,Male,1926,Lithuania,,Lithuania,Europe,55,24,Chemist,Natural Sciences,Science & Technology,39,350313,8982,23.2705,Q190626,Aaron Klug,British chemist and biophysicist,"britischer Biochemiker, Molekularbiologe und Nobelpreisträger"
287097,"Marie-Madeleine Pioche de la Vergne, comtesse de la Fayette",Female,1634,Paris,,France,Europe,,,Writer,Language,Humanities,27,874799,32400,23.2687,Q237090,Marie-Madeleine de La Fayette,French writer (1634-1693),französische Adelige und Schriftstellerin
550071,Heinrich Müller,Male,1900,Munich,,Germany,Europe,48.13333,11.56667,Military Personnel,Military,Institutions,27,716438,26535,23.2667,Q58030,Heinrich Müller,German SS police official SS-General and head of the Gestapo from 1939-1945 (1900–1945),"deutscher Polizist, Chef des Amtes IV (Geheime Staatspolizei) im Reichssicherheitshauptamt (RSHA) während der Zeit des Nationalsozialismus und Teilnehmer der Wannseekonferenz 1942"
444645,Dan Brown,Male,1964,Exeter,NH,United States,North America,42.98139,-70.94778,Writer,Language,Humanities,65,13217400,203345,23.2659,Q7345,Dan Brown,American novelist (born 1964),US-amerikanischer Schriftsteller
289907,Kaloyan of Bulgaria,Male,1168,Other,,Unknown,Unknown,,,Politician,Government,Institutions,29,393704,13576,23.2655,Q294439,Kalojan,Bulgarian tsar,Zar der Donaubulgaren (1197−1207)
341466,Arnold Rüütel,Male,1928,Laimjala Parish,,Estonia,Europe,58.43194,23.02417,Politician,Government,Institutions,37,238870,6456,23.2654,Q194000,Arnold Rüütel,"Estonian politician, former President of Estonia (1928–2024)",estnischer Politiker und Staatspräsident (1928–2024)
98439,Abdullah Öcalan,Male,1948,Ömerli,,Turkey,Asia,37.32,37.94,Extremist,Outlaws,Public Figure,40,3427308,85683,23.2647,Q191530,Abdullah Öcalan,founder of the Kurdistan Workers' Party (PKK),kurdischer Führer und ehemaliger Vorsitzender der kurdischen militanten Organisation PKK
164073,Walther Rathenau,Male,1867,Berlin,,Germany,Europe,52.51667,13.38333,Politician,Government,Institutions,27,912720,33804,23.2634,Q135645,Walther Rathenau,"German businessman, writer, art collector and politician (1867-1922)","deutscher Industrieller und Politiker, Aussenminister des Deutschen Reiches"
164618,Risto Ryti,Male,1889,Huittinen,,Finland,Europe,61.175,22.7,Politician,Government,Institutions,32,494837,15464,23.2613,Q209435,Risto Ryti,President of Finland (1889–1956),"finnischer Politiker, fünfter Präsident Finnlands (1940—1944)"
1439623,Theuderic II,Male,587,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,78241,3009,23.261,Q316869,Theuderich II.,King of Burgundy,merowingischer König des Frankenreichs (596–613)
1818375,Emeric of Hungary,Male,1174,Esztergom,,Hungary,Europe,47.78556,18.74028,Politician,Government,Institutions,28,117789,4207,23.2607,Q86953,Emmerich,Hungarian king (1174-1204),König von Ungarn
390745,Zine El Abidine Ben Ali,Male,1936,Sousse,,Tunisia,Africa,35.85889,10.59389,Politician,Government,Institutions,57,4346118,76248,23.2606,Q204487,Zine el-Abidine Ben Ali,Tunisian politician,tunesischer Politiker
349523,Louis Auguste Blanqui,Male,1805,Puget-Théniers,,France,Europe,47,2,Physician,Medicine,Science & Technology,27,392378,14533,23.26,Q309722,Louis-Auguste Blanqui,French socialist and political activist (1805-1881),"französischer, revolutionärer und sozialistischer Theoretiker"
549798,Jakob Roggeveen,Male,1659,Middelburg,,Netherlands,Europe,51.5,3.61667,Explorer,Explorers,Exploration,31,252178,8135,23.2598,Q243375,Jakob Roggeveen,Dutch Pacific Ocean explorer,niederländischer Seefahrer und Forschungsreisender
396697,Nevill Francis Mott,Male,1905,Leeds,,United Kingdom,Europe,53.79972,-1.54917,Physicist,Natural Sciences,Science & Technology,40,272785,6820,23.2595,Q189485,Nevill Francis Mott,"English physicist, Nobel prize winner",englischer Physiker
2836239,José Mujica,Male,1935,Montevideo,,Uruguay,South America,-34.88361,-56.18194,Politician,Government,Institutions,49,3493316,71292,23.2591,Q9094,José Mujica,Uruguayan guerrilla fighter and politician,Politiker und Präsident Uruguays (1935–2025)
196667,Christian VI of Denmark,Male,1699,Copenhagen,,Denmark,Europe,55.67583,12.57889,Politician,Government,Institutions,27,328760,12176,23.2578,Q154993,Christian VI.,King of Denmark and Norway,"König von Dänemark und Norwegen, Herzog von Schleswig und Holstein (1730–1746)"
1027393,Bernard Kouchner,Male,1939,Avignon,,France,Europe,43.95,4.81,Physician,Medicine,Science & Technology,34,1384731,40727,23.2577,Q206327,,French doctor and politician,"französischer Arzt und Politiker, Gründer von Médecins sans Frontières und Médecins du Monde"
132730,William III of the Netherlands,Male,1817,Brussels,,Belgium,Europe,50.85,4.35,Politician,Government,Institutions,33,1553580,47078,23.2575,Q125649,Willem III.,King of the Netherlands and Grand Duke of Luxembourg (1817-1890),"König der Niederlande und Großherzog von Luxemburg (1849–1890), Herzog von Limburg"
93548,Edgar F. Codd,Male,1923,Isle of Portland,,United Kingdom,Europe,50.55,-2.44,Computer Scientist,Computer Science,Science & Technology,32,817718,25554,23.2575,Q92596,Edgar Frank „Ted“ Codd,English computer scientist (1923–2003),britischer Mathematiker und Datenbanktheoretiker
73626,Christopher Reeve,Male,1952,New York,NY,United States,North America,40.7127,-74.0059,Actor,Film And Theatre,Arts,46,12327976,267999,23.257,Q174311,Christopher Reeve,American actor (1952–2004),"US-amerikanischer Schauspieler, Regisseur und Autor"
192332,"Patrice de Mac-Mahon, Duke of Magenta",Male,1808,Sully,,France,Europe,47.0078,4.4722,Politician,Government,Institutions,37,594904,16078,23.2568,Q158838,Patrice de Mac-Mahon,third President of the French Republic (1808–1893),französischer Staatsmann und Politiker
16843,Utamaro,Male,1753,Tokyo,,Japan,Asia,,,Painter,Fine Arts,Arts,30,1042289,34743,23.2566,Q272045,Kitagawa Utamaro,175?-1806 Japanese artist,japanischer Künstler
1041556,Juliusz Słowacki,Male,1809,Kremenets,,Ukraine,Europe,50.11972,25.71667,Writer,Language,Humanities,30,2390786,79693,23.2562,Q243267,Juliusz Słowacki,Polish Romantic poet (1809–1849),polnischer Dichter
749670,Adolf Otto Reinhold Windaus,Male,1876,Berlin,,Germany,Europe,52.51667,13.38333,Chemist,Natural Sciences,Science & Technology,36,230709,6409,23.2547,Q77142,Adolf Windaus,German chemist (1876–1959),"deutscher Chemiker, Biochemiker und Nobelpreisträger"
21504,Nicole Kidman,Female,1967,Honolulu,HI,United States,North America,21.3,-157.81667,Actor,Film And Theatre,Arts,80,25399016,317488,23.254,Q37459,Nicole Kidman,"Australian-American actress, producer, and model",US-amerikanisch-australische Schauspielerin
1534709,Max Theiler,Male,1899,Pretoria,,South Africa,Africa,-25.74611,28.18806,Biologist,Natural Sciences,Science & Technology,37,267257,7223,23.2536,Q46928,Max Theiler,South African-American virologist and doctor (1899-1972),südafrikanisch-US-amerikanischer Biologe (1899-1972)
255964,Mahathir bin Mohamad,Male,1925,Alor Setar,,Malaysia,Asia,6.11667,100.36667,Politician,Government,Institutions,43,2290646,53271,23.2528,Q181383,Mahathir Mohamad,Prime Minister of Malaysia from 1981 to 2003 and 2018 to 2020,"malaysischer Politiker, Premierminister von Malaysia"
166093,Süleyman Demirel,Male,1924,Atabey,,Turkey,Asia,37.95083,30.63861,Politician,Government,Institutions,43,1419022,33001,23.2524,Q151729,Süleyman Demirel,9th President of the Republic of Turkey (1924-2015),"türkischer Politiker, 1993-2000 9. Staatspräsident (1924–2015)"
44459,Glenn Close,Female,1947,Greenwich,CT,United States,North America,41.03889,-73.61361,Actor,Film And Theatre,Arts,43,6455006,150116,23.2524,Q372311,Glenn Close,American actress,US-amerikanische Schauspielerin
1555268,Nikolay Basov,Male,1922,Usman,,Russia,Europe,52.05,39.73333,Physicist,Natural Sciences,Science & Technology,41,264942,6462,23.2523,Q83557,Nikolai Gennadijewitsch Bassow,Soviet physicist (1922-2001),russischer Physiker
395145,Álvar Núñez Cabeza de Vaca,Male,1490,Jerez de la Frontera,,Spain,Europe,36.7,-6.11667,Explorer,Explorers,Exploration,27,1675516,62056,23.252,Q250763,Álvar Núñez Cabeza de Vaca,Spanish explorer of the New World,spanischer Seefahrer und Entdecker
26889895,Colonel Sanders,Male,1890,Henryville,IN,United States,North America,38.54111,-85.76667,Businessperson,Business,Business & Law,26,4378765,168414,23.2517,Q120450,Harland D. Sanders,American entrepreneur (1890-1980) who founded KFC,Gründer des Systemgastronomie-Unternehmens Kentucky Fried Chicken
11194,Francis Fukuyama,Male,1952,Chicago,IL,United States,North America,41.8,-87.59,Political Scientist,Social Sciences,Science & Technology,43,2621935,60975,23.2514,Q186123,Francis Fukuyama,"American political scientist, political economist, and author",US-amerikanischer Politikwissenschaftler
55503,Elizabeth Gaskell,Female,1810,Chelsea,,United Kingdom,Europe,51.4875,-0.1684,Writer,Language,Humanities,30,1424636,47488,23.2511,Q229226,Elizabeth Gaskell,British author (1810-1865),britische Schriftstellerin
149568,Pafnuty Chebyshev,Male,1821,Borovsk,,Russia,Europe,55.2,36.5,Mathematician,Math,Science & Technology,34,534996,15735,23.2507,Q206012,Pafnuti Lwowitsch Tschebyschow,Russian mathematician (1821–1894),russischer Mathematiker
221389,Niccolò Piccinni,Male,1728,Bari,,Italy,Europe,41.12528,16.86667,Composer,Music,Arts,26,212531,8174,23.2506,Q310687,Niccolò Piccinni,Italian composer,italienischer Komponist der Klassik (1728–1800)
75233,Hilary Putnam,Male,1926,Chicago,IL,United States,North America,41.83694,-87.68472,Philosopher,Philosophy,Humanities,31,1211895,39093,23.2502,Q221697,Hilary Putnam,American philosopher,US-amerikanischer Philosoph
61987,James Francis Edward Stuart,Male,1688,London,,United Kingdom,Europe,51.50472,-0.1375,Politician,Government,Institutions,30,1143851,38128,23.25,Q211681,James Francis Edward Stuart,"pretender to the English, Scottish and Irish throne (1688-1766)",Thronprätendent für den schottischen und den englischen Thron
60280,Margaret Atwood,Female,1939,Ottawa,,Canada,North America,45.42144,-75.69189,Writer,Language,Humanities,42,3490952,83118,23.2494,Q183492,Margaret Atwood,"Canadian poet, novelist, literary critic, essayist, teacher, environmental activist, pépiniériste and inventor (born 1939)",kanadische Schriftstellerin (* 1939)
181535,Marcus Garvey,Male,1887,Saint Ann Parish,,Jamaica,North America,,,Writer,Language,Humanities,30,5328237,177608,23.2481,Q272504,Marcus Garvey,"Jamaica-born British political activist, Pan-Africanist, orator, and entrepreneur (1887-1940)",jamaikanischer Journalist und Panafrikanist
125248,"Charles, Prince of Wales",Male,1948,London,,United Kingdom,Europe,51.501,-0.1416,Nobleman,Government,Institutions,70,3129302,44704,23.2475,Q43274,Charles III.,King of the United Kingdom since 2022,König des Vereinigten Königreichs (seit 2022)
13131,"Géza, Grand Prince of the Hungarians",Male,945,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,210998,8115,23.2463,Q298298,Géza,Grand Prince of the Hungarians (c.940–997),"Großfürst von Ungarn, Vater von Stephan I."
